Road_Name,Road_Type,Segment_Index,Start_Lat,Start_Lon,End_Lat,End_Lon,Length_Meters,Dist_to_Intersection_m,No_of_Lanes,Speed_Limit_kmh,Road_Surface
Unknown,tertiary,24,8.340112,80.499989,8.341055,80.501512,200.0,1887.15,2,50,asphalt
Unknown,tertiary,25,8.341055,80.501512,8.34097,80.50322,200.0,1860.61,2,50,asphalt
Unknown,tertiary,26,8.34097,80.50322,8.340785,80.503913,78.95,1925.39,2,50,asphalt
Unknown,tertiary,1,8.297834,80.294196,8.29613,80.294805,200.0,7907.14,2,50,asphalt
Unknown,tertiary,2,8.29613,80.294805,8.294444,80.295463,200.0,7923.58,2,50,asphalt
Unknown,tertiary,3,8.294444,80.295463,8.29265,80.295669,200.0,7964.74,2,50,asphalt
Unknown,tertiary,4,8.29265,80.295669,8.290846,80.295801,200.0,8045.49,2,50,asphalt
Unknown,tertiary,5,8.290846,80.295801,8.290053,80.294251,200.0,8181.85,2,50,asphalt
Unknown,tertiary,6,8.290053,80.294251,8.288265,80.294517,200.0,8313.23,2,50,asphalt
Unknown,tertiary,7,8.288265,80.294517,8.28647,80.294743,200.0,8392.59,2,50,asphalt
Unknown,tertiary,8,8.28647,80.294743,8.284842,80.295295,200.0,8471.39,2,50,asphalt
Unknown,tertiary,9,8.284842,80.295295,8.284225,80.296845,200.0,8437.54,2,50,asphalt
Unknown,tertiary,10,8.284225,80.296845,8.284507,80.29843,200.0,8281.76,2,50,asphalt
Unknown,tertiary,11,8.284507,80.29843,8.283464,80.299913,200.0,8180.85,2,50,asphalt
Unknown,tertiary,12,8.283464,80.299913,8.282305,80.301217,200.0,8115.72,2,50,asphalt
Unknown,tertiary,13,8.282305,80.301217,8.280853,80.300265,200.0,8199.69,2,50,asphalt
Unknown,tertiary,14,8.280853,80.300265,8.279114,80.300749,200.0,8329.74,2,50,asphalt
Unknown,tertiary,15,8.279114,80.300749,8.277376,80.301248,200.0,8405.17,2,50,asphalt
Unknown,tertiary,16,8.277376,80.301248,8.275916,80.301982,200.0,8488.61,2,50,asphalt
Unknown,tertiary,17,8.275916,80.301982,8.275759,80.303744,200.0,8421.17,2,50,asphalt
Unknown,tertiary,18,8.275759,80.303744,8.275336,80.305495,200.0,8301.87,2,50,asphalt
Unknown,tertiary,19,8.275336,80.305495,8.274137,80.30673,200.0,8258.59,2,50,asphalt
Unknown,tertiary,20,8.274137,80.30673,8.272603,80.307099,200.0,8275.97,2,50,asphalt
Unknown,tertiary,21,8.272603,80.307099,8.270836,80.307464,200.0,8392.15,2,50,asphalt
Unknown,tertiary,22,8.270836,80.307464,8.269588,80.308031,200.0,8461.7,2,50,asphalt
Unknown,tertiary,23,8.269588,80.308031,8.267904,80.307369,200.0,8603.95,2,50,asphalt
Unknown,tertiary,24,8.267904,80.307369,8.26619,80.306789,200.0,8790.58,2,50,asphalt
Unknown,tertiary,25,8.26619,80.306789,8.264489,80.30617,200.0,8976.08,2,50,asphalt
Unknown,tertiary,26,8.264489,80.30617,8.262786,80.30556,200.0,9163.37,2,50,asphalt
Unknown,tertiary,27,8.262786,80.30556,8.261057,80.305028,200.0,9348.99,2,50,asphalt
Unknown,tertiary,28,8.261057,80.305028,8.259301,80.3046,200.0,9531.8,2,50,asphalt
Unknown,tertiary,29,8.259301,80.3046,8.2575,80.304431,200.0,9704.48,2,50,asphalt
Unknown,tertiary,30,8.2575,80.304431,8.255699,80.304267,200.0,9871.15,2,50,asphalt
Unknown,tertiary,31,8.255699,80.304267,8.254961,80.302945,200.0,10031.33,2,50,asphalt
Unknown,tertiary,32,8.254961,80.302945,8.253308,80.302457,200.0,10203.22,2,50,asphalt
Unknown,tertiary,33,8.253308,80.302457,8.25163,80.303135,200.0,10338.12,2,50,asphalt
Unknown,tertiary,34,8.25163,80.303135,8.249991,80.303902,200.0,10436.43,2,50,asphalt
Unknown,tertiary,35,8.249991,80.303902,8.248366,80.304331,200.0,10532.29,2,50,asphalt
Unknown,tertiary,36,8.248366,80.304331,8.246814,80.30348,200.0,10699.89,2,50,asphalt
Unknown,tertiary,37,8.246814,80.30348,8.245119,80.302849,200.0,10894.14,2,50,asphalt
Unknown,tertiary,38,8.245119,80.302849,8.243409,80.302394,200.0,11086.27,2,50,asphalt
Unknown,tertiary,39,8.243409,80.302394,8.242146,80.302552,140.79,11227.47,2,50,asphalt
Unknown,secondary,1,8.362102,80.522637,8.363857,80.522193,200.0,1249.05,2,50,asphalt
Unknown,secondary,2,8.363857,80.522193,8.365622,80.521795,200.0,1298.56,2,50,asphalt
Unknown,secondary,3,8.365622,80.521795,8.367391,80.521419,200.0,1378.27,2,50,asphalt
Unknown,secondary,4,8.367391,80.521419,8.369171,80.521248,200.0,1486.06,2,50,asphalt
Unknown,secondary,5,8.369171,80.521248,8.370929,80.521675,200.0,1647.31,2,50,asphalt
Unknown,secondary,6,8.370929,80.521675,8.372689,80.522096,200.0,1829.42,2,50,asphalt
Unknown,secondary,7,8.372689,80.522096,8.374434,80.522572,200.0,2015.66,2,50,asphalt
Unknown,secondary,8,8.374434,80.522572,8.376164,80.523105,200.0,2206.67,2,50,asphalt
Unknown,secondary,9,8.376164,80.523105,8.377876,80.523689,200.0,2400.34,2,50,asphalt
Unknown,secondary,10,8.377876,80.523689,8.379598,80.524241,200.0,2595.66,2,50,asphalt
Unknown,secondary,11,8.379598,80.524241,8.381315,80.524813,200.0,2790.88,2,50,asphalt
Unknown,secondary,12,8.381315,80.524813,8.383024,80.525407,200.0,2987.17,2,50,asphalt
Unknown,secondary,13,8.383024,80.525407,8.384715,80.526048,200.0,3184.1,2,50,asphalt
Unknown,secondary,14,8.384715,80.526048,8.38607,80.527205,200.0,3381.73,2,50,asphalt
Unknown,secondary,15,8.38607,80.527205,8.386572,80.528937,200.0,3550.55,2,50,asphalt
Unknown,secondary,16,8.386572,80.528937,8.387955,80.530076,200.0,3716.09,2,50,asphalt
Unknown,secondary,17,8.387955,80.530076,8.388957,80.531544,200.0,3908.97,2,50,asphalt
Unknown,secondary,18,8.388957,80.531544,8.389814,80.533139,200.0,4081.38,2,50,asphalt
Unknown,secondary,19,8.389814,80.533139,8.391323,80.532713,200.0,4233.77,2,50,asphalt
Unknown,secondary,20,8.391323,80.532713,8.392602,80.531463,200.0,4317.77,2,50,asphalt
Unknown,secondary,21,8.392602,80.531463,8.393182,80.529756,200.0,4323.21,2,50,asphalt
Unknown,secondary,22,8.393182,80.529756,8.393496,80.527968,200.0,4271.14,2,50,asphalt
Unknown,secondary,23,8.393496,80.527968,8.394415,80.526502,200.0,4241.72,2,50,asphalt
Unknown,secondary,24,8.394415,80.526502,8.395853,80.5254,200.0,4324.66,2,50,asphalt
Unknown,secondary,25,8.395853,80.5254,8.396346,80.523828,200.0,4397.4,2,50,asphalt
Unknown,secondary,26,8.396346,80.523828,8.395007,80.522649,200.0,4286.51,2,50,asphalt
Unknown,secondary,27,8.395007,80.522649,8.39346,80.521709,200.0,4095.83,2,50,asphalt
Unknown,secondary,28,8.39346,80.521709,8.392048,80.520606,200.0,3904.28,2,50,asphalt
Unknown,secondary,29,8.392048,80.520606,8.392392,80.519059,200.0,3786.91,2,50,asphalt
Unknown,secondary,30,8.392392,80.519059,8.394077,80.518401,200.0,3896.1,2,50,asphalt
Unknown,secondary,31,8.394077,80.518401,8.395784,80.517802,200.0,4068.59,2,50,asphalt
Unknown,secondary,32,8.395784,80.517802,8.397455,80.517734,200.0,4245.2,2,50,asphalt
Unknown,secondary,33,8.397455,80.517734,8.398737,80.519015,200.0,4418.12,2,50,asphalt
Unknown,secondary,34,8.398737,80.519015,8.400449,80.519379,200.0,4595.98,2,50,asphalt
Unknown,secondary,35,8.400449,80.519379,8.402009,80.51858,200.0,4779.15,2,50,asphalt
Unknown,secondary,36,8.402009,80.51858,8.403285,80.517293,200.0,4907.63,2,50,asphalt
Unknown,secondary,37,8.403285,80.517293,8.404527,80.515974,200.0,5029.14,2,50,asphalt
Unknown,secondary,38,8.404527,80.515974,8.404833,80.514256,200.0,5112.9,2,50,asphalt
Unknown,secondary,39,8.404833,80.514256,8.40509,80.512547,200.0,5103.23,2,50,asphalt
Unknown,secondary,40,8.40509,80.512547,8.40677,80.512527,200.0,5220.89,2,50,asphalt
Unknown,secondary,41,8.40677,80.512527,8.408464,80.513163,200.0,5410.64,2,50,asphalt
Unknown,secondary,42,8.408464,80.513163,8.409894,80.514259,200.0,5588.02,2,50,asphalt
Unknown,secondary,43,8.409894,80.514259,8.411447,80.515112,200.0,5751.97,2,50,asphalt
Unknown,secondary,44,8.411447,80.515112,8.413252,80.515128,200.0,5944.4,2,50,asphalt
Unknown,secondary,45,8.413252,80.515128,8.415038,80.514948,200.0,6143.04,2,50,asphalt
Unknown,secondary,46,8.415038,80.514948,8.416336,80.513746,200.0,6316.59,2,50,asphalt
Unknown,secondary,47,8.416336,80.513746,8.416844,80.512003,200.0,6402.33,2,50,asphalt
Unknown,secondary,48,8.416844,80.512003,8.417398,80.510274,200.0,6458.84,2,50,asphalt
Unknown,secondary,49,8.417398,80.510274,8.418862,80.509342,200.0,6565.73,2,50,asphalt
Unknown,secondary,50,8.418862,80.509342,8.420542,80.508671,200.0,6751.84,2,50,asphalt
Unknown,secondary,51,8.420542,80.508671,8.422237,80.508039,200.0,6941.43,2,50,asphalt
Unknown,secondary,52,8.422237,80.508039,8.423924,80.507383,200.0,7131.97,2,50,asphalt
Unknown,secondary,53,8.423924,80.507383,8.425245,80.506196,200.0,7310.73,2,50,asphalt
Unknown,secondary,54,8.425245,80.506196,8.426383,80.504784,200.0,7451.97,2,50,asphalt
Unknown,secondary,55,8.426383,80.504784,8.427135,80.503187,200.0,7583.86,2,50,asphalt
Unknown,secondary,56,8.427135,80.503187,8.427131,80.503054,14.66,7625.01,2,50,asphalt
මහින්ද රාජපක්ෂ මාවත,tertiary,1,8.345289,80.505637,8.345033,80.503842,200.0,1530.94,2,50,asphalt
මහින්ද රාජපක්ෂ මාවත,tertiary,2,8.345033,80.503842,8.344799,80.502055,200.0,1485.43,2,50,asphalt
මහින්ද රාජපක්ෂ මාවත,tertiary,3,8.344799,80.502055,8.346116,80.500976,200.0,1385.5,2,50,asphalt
මහින්ද රාජපක්ෂ මාවත,tertiary,4,8.346116,80.500976,8.347856,80.500507,200.0,1192.49,2,50,asphalt
මහින්ද රාජපක්ෂ මාවත,tertiary,5,8.347856,80.500507,8.349184,80.499517,200.0,1001.55,2,50,asphalt
මහින්ද රාජපක්ෂ මාවත,tertiary,6,8.349184,80.499517,8.350464,80.498241,200.0,850.27,2,50,asphalt
මහින්ද රාජපක්ෂ මාවත,tertiary,7,8.350464,80.498241,8.351937,80.497381,200.0,696.58,2,50,asphalt
මහින්ද රාජපක්ෂ මාවත,tertiary,8,8.351937,80.497381,8.353739,80.497534,200.0,512.34,2,50,asphalt
මහින්ද රාජපක්ෂ මාවත,tertiary,9,8.353739,80.497534,8.355542,80.497682,200.0,312.42,2,50,asphalt
මහින්ද රාජපක්ෂ මාවත,tertiary,10,8.355542,80.497682,8.357332,80.497938,200.0,112.63,2,50,asphalt
Unknown,tertiary,1,8.342487,80.50477,8.34218,80.506558,200.0,1861.18,2,50,asphalt
Unknown,tertiary,2,8.34218,80.506558,8.342073,80.508366,200.0,1845.44,2,50,asphalt
Unknown,tertiary,3,8.342073,80.508366,8.342368,80.510151,200.0,1794.01,2,50,asphalt
Unknown,tertiary,4,8.342368,80.510151,8.342969,80.511839,200.0,1719.42,2,50,asphalt
Unknown,tertiary,5,8.342969,80.511839,8.344167,80.513078,200.0,1632.1,2,50,asphalt
Unknown,tertiary,6,8.344167,80.513078,8.345484,80.514244,200.0,1491.22,2,50,asphalt
Unknown,tertiary,7,8.345484,80.514244,8.345615,80.516028,200.0,1439.96,2,50,asphalt
Unknown,tertiary,8,8.345615,80.516028,8.346011,80.51777,200.0,1483.0,2,50,asphalt
Unknown,tertiary,9,8.346011,80.51777,8.347025,80.519165,200.0,1502.98,2,50,asphalt
Unknown,tertiary,10,8.347025,80.519165,8.348805,80.519406,200.0,1410.6,2,50,asphalt
Unknown,tertiary,11,8.348805,80.519406,8.350219,80.520416,200.0,1299.67,2,50,asphalt
Unknown,tertiary,12,8.350219,80.520416,8.351275,80.521878,200.0,1314.81,2,50,asphalt
Unknown,tertiary,13,8.351275,80.521878,8.352303,80.523345,200.0,1392.14,2,50,asphalt
Unknown,tertiary,14,8.352303,80.523345,8.353897,80.524018,200.0,1429.95,2,50,asphalt
Unknown,tertiary,15,8.353897,80.524018,8.355661,80.523617,200.0,1364.92,2,50,asphalt
Unknown,tertiary,16,8.355661,80.523617,8.357375,80.523059,200.0,1270.53,2,50,asphalt
Unknown,tertiary,17,8.357375,80.523059,8.358962,80.522292,200.0,1187.18,2,50,asphalt
Unknown,tertiary,18,8.358962,80.522292,8.360585,80.521539,200.0,1098.79,2,50,asphalt
Unknown,tertiary,19,8.360585,80.521539,8.361676,80.520903,139.55,1055.52,2,50,asphalt
Railway Place,secondary,1,8.343955,80.410542,8.345081,80.409846,195.04,83.03,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,1,8.351505,80.408378,8.353109,80.407607,200.0,99.17,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,2,8.353109,80.407607,8.354304,80.406244,200.0,274.34,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,3,8.354304,80.406244,8.355279,80.404997,175.16,87.39,2,50,asphalt
Unknown,tertiary,1,8.355279,80.404997,8.353482,80.404846,200.0,99.91,2,50,asphalt
Unknown,tertiary,2,8.353482,80.404846,8.352745,80.404785,83.03,240.64,2,50,asphalt
Sri Bharathindra Mawatha,secondary,1,8.347741,80.402415,8.347515,80.40391,190.39,448.46,2,50,asphalt
Sri Bharathindra Mawatha,secondary,1,8.347627,80.402123,8.347656,80.402202,9.2,438.46,2,50,asphalt
Unknown,secondary,1,8.394763,80.311545,8.395983,80.310204,200.0,100.01,2,50,asphalt
Unknown,secondary,2,8.395983,80.310204,8.397201,80.30886,200.0,300.0,2,50,asphalt
Unknown,secondary,3,8.397201,80.30886,8.39841,80.307509,200.0,500.0,2,50,asphalt
Unknown,secondary,4,8.39841,80.307509,8.399622,80.306161,200.0,700.0,2,50,asphalt
Unknown,secondary,5,8.399622,80.306161,8.40083,80.304808,200.0,900.0,2,50,asphalt
Unknown,secondary,6,8.40083,80.304808,8.402039,80.303457,200.0,1099.99,2,50,asphalt
Unknown,secondary,7,8.402039,80.303457,8.403248,80.302106,200.0,1299.99,2,50,asphalt
Unknown,secondary,8,8.403248,80.302106,8.404458,80.300756,200.0,1499.99,2,50,asphalt
Unknown,secondary,9,8.404458,80.300756,8.405669,80.299406,200.0,1699.99,2,50,asphalt
Unknown,secondary,10,8.405669,80.299406,8.406879,80.298056,200.0,1899.99,2,50,asphalt
Unknown,secondary,11,8.406879,80.298056,8.40809,80.296706,200.0,2099.99,2,50,asphalt
Unknown,secondary,12,8.40809,80.296706,8.409302,80.295358,200.0,2299.99,2,50,asphalt
Unknown,secondary,13,8.409302,80.295358,8.410516,80.294011,200.0,2499.99,2,50,asphalt
Unknown,secondary,14,8.410516,80.294011,8.41173,80.292665,200.0,2699.99,2,50,asphalt
Unknown,secondary,15,8.41173,80.292665,8.412962,80.291335,200.0,2899.93,2,50,asphalt
Unknown,secondary,16,8.412962,80.291335,8.414158,80.289972,200.0,3099.9,2,50,asphalt
Unknown,secondary,17,8.414158,80.289972,8.415367,80.288621,200.0,3299.88,2,50,asphalt
Unknown,secondary,18,8.415367,80.288621,8.416612,80.287303,200.0,3499.83,2,50,asphalt
Unknown,secondary,19,8.416612,80.287303,8.417851,80.285979,200.0,3699.78,2,50,asphalt
Unknown,secondary,20,8.417851,80.285979,8.419063,80.284631,200.0,3899.76,2,50,asphalt
Unknown,secondary,21,8.419063,80.284631,8.420281,80.283288,200.0,4099.76,2,50,asphalt
Unknown,secondary,22,8.420281,80.283288,8.421514,80.281959,200.0,4299.75,2,50,asphalt
Unknown,secondary,23,8.421514,80.281959,8.422748,80.28063,200.0,4499.73,2,50,asphalt
Unknown,secondary,24,8.422748,80.28063,8.423979,80.279299,200.0,4699.72,2,50,asphalt
Unknown,secondary,25,8.423979,80.279299,8.425187,80.277947,200.0,4899.71,2,50,asphalt
Unknown,secondary,26,8.425187,80.277947,8.426385,80.276586,200.0,5099.69,2,50,asphalt
Unknown,secondary,27,8.426385,80.276586,8.427565,80.275209,200.0,5299.62,2,50,asphalt
Unknown,secondary,28,8.427565,80.275209,8.428733,80.273822,200.0,5499.54,2,50,asphalt
Unknown,secondary,29,8.428733,80.273822,8.429918,80.272451,200.0,5699.39,2,50,asphalt
Unknown,secondary,30,8.429918,80.272451,8.431178,80.271147,200.0,5899.26,2,50,asphalt
Unknown,secondary,31,8.431178,80.271147,8.432337,80.269765,200.0,6099.1,2,50,asphalt
Unknown,secondary,32,8.432337,80.269765,8.432861,80.268028,200.0,6289.26,2,50,asphalt
Unknown,secondary,33,8.432861,80.268028,8.433254,80.266254,200.0,6467.15,2,50,asphalt
Unknown,secondary,34,8.433254,80.266254,8.433656,80.264483,200.0,6643.92,2,50,asphalt
Unknown,secondary,35,8.433656,80.264483,8.434076,80.262716,200.0,6823.12,2,50,asphalt
Unknown,secondary,36,8.434076,80.262716,8.43437,80.261345,154.47,6982.09,2,50,asphalt
Kurunegala Road,primary,1,8.3349,80.393251,8.336265,80.394428,200.0,99.75,2,50,asphalt
Kurunegala Road,primary,2,8.336265,80.394428,8.337968,80.395035,200.0,191.86,2,50,asphalt
Kurunegala Road,primary,3,8.337968,80.395035,8.338757,80.395294,91.88,45.94,2,50,asphalt
Mihindu Mawatha,primary,1,8.343331,80.396523,8.343735,80.394793,200.0,97.67,2,50,asphalt
Mihindu Mawatha,primary,2,8.343735,80.394793,8.344214,80.39305,200.0,148.52,2,50,asphalt
Mihindu Mawatha,primary,1,8.344304,80.392564,8.344588,80.391773,93.71,52.25,2,50,asphalt
Vilachchi Rd. (New Ellakkattuwa Rd),primary,1,8.334885,80.396722,8.336552,80.396054,200.0,98.84,2,50,asphalt
Vilachchi Rd. (New Ellakkattuwa Rd),primary,2,8.336552,80.396054,8.338266,80.395474,200.0,157.8,2,50,asphalt
Old Puttalam Road,primary,1,8.34476,80.39198,8.345218,80.393175,141.06,70.47,2,50,asphalt
Unknown,tertiary,1,8.32479,80.462623,8.323731,80.46115,200.0,2203.7,2,50,asphalt
Unknown,tertiary,2,8.323731,80.46115,8.322647,80.459698,200.0,2205.1,2,50,asphalt
Unknown,tertiary,3,8.322647,80.459698,8.321044,80.459427,200.0,2148.91,2,50,asphalt
Unknown,tertiary,4,8.321044,80.459427,8.320163,80.457855,200.0,1995.43,2,50,asphalt
Unknown,tertiary,5,8.320163,80.457855,8.319243,80.456307,200.0,1824.34,2,50,asphalt
Unknown,tertiary,6,8.319243,80.456307,8.318613,80.455783,92.77,1691.45,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,1,8.366817,80.53775,8.36623,80.536032,200.0,2880.74,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,2,8.36623,80.536032,8.365632,80.534317,200.0,2680.78,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,3,8.365632,80.534317,8.365018,80.532609,200.0,2480.89,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,4,8.365018,80.532609,8.364441,80.530888,200.0,2281.01,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,5,8.364441,80.530888,8.363821,80.529181,200.0,2081.14,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,6,8.363821,80.529181,8.363315,80.527439,200.0,1881.42,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,7,8.363315,80.527439,8.362871,80.525678,200.0,1681.71,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,8,8.362871,80.525678,8.362414,80.523921,200.0,1482.05,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,9,8.362414,80.523921,8.361977,80.522158,200.0,1282.57,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,10,8.361977,80.522158,8.361554,80.520392,200.0,1083.34,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,11,8.361554,80.520392,8.361128,80.518627,200.0,884.67,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,12,8.361128,80.518627,8.360694,80.516864,200.0,686.46,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,13,8.360694,80.516864,8.359662,80.51542,200.0,490.97,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,14,8.359662,80.51542,8.359025,80.513733,200.0,299.5,2,50,asphalt
Puttalam-Anuradhapura-Trincomalee Road,trunk,15,8.359025,80.513733,8.358514,80.511997,200.0,100.05,2,50,asphalt
Jaffna Road,trunk,1,8.365085,80.419512,8.366809,80.420062,200.0,1116.02,2,50,asphalt
Jaffna Road,trunk,2,8.366809,80.420062,8.368537,80.4206,200.0,1313.98,2,50,asphalt
Jaffna Road,trunk,3,8.368537,80.4206,8.370264,80.421141,200.0,1512.67,2,50,asphalt
Jaffna Road,trunk,4,8.370264,80.421141,8.371822,80.422052,200.0,1707.57,2,50,asphalt
Jaffna Road,trunk,5,8.371822,80.422052,8.373325,80.42306,200.0,1895.77,2,50,asphalt
Jaffna Road,trunk,6,8.373325,80.42306,8.374853,80.424033,200.0,2085.98,2,50,asphalt
Jaffna Road,trunk,7,8.374853,80.424033,8.376363,80.425032,200.0,2278.53,2,50,asphalt
Jaffna Road,trunk,8,8.376363,80.425032,8.377873,80.426033,200.0,2471.23,2,50,asphalt
Jaffna Road,trunk,9,8.377873,80.426033,8.379415,80.426981,200.0,2666.05,2,50,asphalt
Jaffna Road,trunk,10,8.379415,80.426981,8.380967,80.427914,200.0,2862.57,2,50,asphalt
Jaffna Road,trunk,11,8.380967,80.427914,8.38246,80.428927,200.0,3059.14,2,50,asphalt
Jaffna Road,trunk,12,8.38246,80.428927,8.383641,80.430303,200.0,3244.63,2,50,asphalt
Jaffna Road,trunk,13,8.383641,80.430303,8.38481,80.43169,200.0,3424.24,2,50,asphalt
Jaffna Road,trunk,14,8.38481,80.43169,8.385979,80.433076,200.0,3600.56,2,50,asphalt
Jaffna Road,trunk,15,8.385979,80.433076,8.38715,80.43446,200.0,3679.23,2,50,asphalt
Jaffna Road,trunk,16,8.38715,80.43446,8.388322,80.435844,200.0,3766.92,2,50,asphalt
Jaffna Road,trunk,17,8.388322,80.435844,8.389489,80.437232,200.0,3862.92,2,50,asphalt
Jaffna Road,trunk,18,8.389489,80.437232,8.390623,80.438647,200.0,3964.01,2,50,asphalt
Jaffna Road,trunk,19,8.390623,80.438647,8.391794,80.440031,200.0,4073.11,2,50,asphalt
Jaffna Road,trunk,20,8.391794,80.440031,8.392966,80.441415,200.0,4190.93,2,50,asphalt
Jaffna Road,trunk,21,8.392966,80.441415,8.394121,80.442814,200.0,4313.58,2,50,asphalt
Jaffna Road,trunk,22,8.394121,80.442814,8.395318,80.444176,200.0,4443.81,2,50,asphalt
Jaffna Road,trunk,23,8.395318,80.444176,8.396513,80.44554,200.0,4580.9,2,50,asphalt
Jaffna Road,trunk,24,8.396513,80.44554,8.397695,80.446915,200.0,4721.65,2,50,asphalt
Jaffna Road,trunk,25,8.397695,80.446915,8.39888,80.448287,200.0,4866.28,2,50,asphalt
Jaffna Road,trunk,26,8.39888,80.448287,8.400528,80.448674,200.0,5028.06,2,50,asphalt
Jaffna Road,trunk,27,8.400528,80.448674,8.402337,80.448683,200.0,5225.33,2,50,asphalt
Jaffna Road,trunk,28,8.402337,80.448683,8.404146,80.448665,200.0,5423.7,2,50,asphalt
Jaffna Road,trunk,29,8.404146,80.448665,8.405955,80.448673,200.0,5622.31,2,50,asphalt
Jaffna Road,trunk,30,8.405955,80.448673,8.407734,80.448838,200.0,5821.08,2,50,asphalt
Jaffna Road,trunk,31,8.407734,80.448838,8.40908,80.45005,200.0,6001.45,2,50,asphalt
Jaffna Road,trunk,32,8.40908,80.45005,8.40986,80.451572,200.0,6151.94,2,50,asphalt
Jaffna Road,trunk,33,8.40986,80.451572,8.41001,80.453382,200.0,6216.87,2,50,asphalt
Jaffna Road,trunk,34,8.41001,80.453382,8.410712,80.455023,200.0,6290.17,2,50,asphalt
Jaffna Road,trunk,35,8.410712,80.455023,8.411677,80.45656,200.0,6425.29,2,50,asphalt
Jaffna Road,trunk,36,8.411677,80.45656,8.412628,80.458105,200.0,6567.93,2,50,asphalt
Jaffna Road,trunk,37,8.412628,80.458105,8.413602,80.459637,200.0,6713.52,2,50,asphalt
Jaffna Road,trunk,38,8.413602,80.459637,8.414577,80.461167,200.0,6863.18,2,50,asphalt
Jaffna Road,trunk,39,8.414577,80.461167,8.415552,80.462697,200.0,7015.34,2,50,asphalt
Jaffna Road,trunk,40,8.415552,80.462697,8.416514,80.464235,200.0,7169.31,2,50,asphalt
Jaffna Road,trunk,41,8.416514,80.464235,8.417477,80.465774,200.0,7325.02,2,50,asphalt
Jaffna Road,trunk,42,8.417477,80.465774,8.418439,80.467312,200.0,7482.82,2,50,asphalt
Jaffna Road,trunk,43,8.418439,80.467312,8.419401,80.46885,200.0,7517.36,2,50,asphalt
Jaffna Road,trunk,44,8.419401,80.46885,8.420363,80.470389,200.0,7543.3,2,50,asphalt
Jaffna Road,trunk,45,8.420363,80.470389,8.421307,80.471932,200.0,7574.41,2,50,asphalt
Jaffna Road,trunk,46,8.421307,80.471932,8.422219,80.473489,200.0,7603.69,2,50,asphalt
Jaffna Road,trunk,47,8.422219,80.473489,8.423167,80.475036,200.0,7643.15,2,50,asphalt
Jaffna Road,trunk,48,8.423167,80.475036,8.424116,80.476584,200.0,7687.69,2,50,asphalt
Jaffna Road,trunk,49,8.424116,80.476584,8.425055,80.478136,200.0,7736.67,2,50,asphalt
Jaffna Road,trunk,50,8.425055,80.478136,8.425993,80.479689,200.0,7789.71,2,50,asphalt
Jaffna Road,trunk,51,8.425993,80.479689,8.426932,80.481243,200.0,7847.48,2,50,asphalt
Jaffna Road,trunk,52,8.426932,80.481243,8.427849,80.482809,200.0,7908.64,2,50,asphalt
Jaffna Road,trunk,53,8.427849,80.482809,8.428779,80.484366,200.0,7973.21,2,50,asphalt
Jaffna Road,trunk,54,8.428779,80.484366,8.429742,80.485904,200.0,8046.22,2,50,asphalt
Jaffna Road,trunk,55,8.429742,80.485904,8.430676,80.487461,200.0,8123.42,2,50,asphalt
Jaffna Road,trunk,56,8.430676,80.487461,8.431602,80.489021,200.0,8201.91,2,50,asphalt
Jaffna Road,trunk,57,8.431602,80.489021,8.432528,80.490582,200.0,8284.41,2,50,asphalt
Jaffna Road,trunk,58,8.432528,80.490582,8.433444,80.492149,200.0,8370.47,2,50,asphalt
Jaffna Road,trunk,59,8.433444,80.492149,8.434356,80.493717,200.0,8459.21,2,50,asphalt
Jaffna Road,trunk,60,8.434356,80.493717,8.435268,80.495286,200.0,8551.7,2,50,asphalt
Jaffna Road,trunk,61,8.435268,80.495286,8.436174,80.496859,200.0,8647.73,2,50,asphalt
Jaffna Road,trunk,62,8.436174,80.496859,8.437059,80.498444,200.0,8745.21,2,50,asphalt
Jaffna Road,trunk,63,8.437059,80.498444,8.437947,80.500026,200.0,8819.92,2,50,asphalt
Jaffna Road,trunk,64,8.437947,80.500026,8.438847,80.501602,200.0,8892.75,2,50,asphalt
Jaffna Road,trunk,65,8.438847,80.501602,8.439752,80.503175,200.0,8969.77,2,50,asphalt
Jaffna Road,trunk,66,8.439752,80.503175,8.440613,80.504771,200.0,9047.7,2,50,asphalt
