Road_Name,Road_Type,Segment_Index,Start_Lat,Start_Lon,End_Lat,End_Lon,Length_Meters,Dist_to_Intersection_m,No_of_Lanes,Speed_Limit_kmh,Road_Surface
Sri Bharathindra Mawatha,secondary,1,8.34379,80.409518,8.344694,80.408008,200.0,93.59,2,50,asphalt
Sri Bharathindra Mawatha,secondary,2,8.344694,80.408008,8.345203,80.407542,82.57,84.9,2,50,asphalt
K. B. Ratnayake Mawatha,trunk,1,8.309835,80.423091,8.311297,80.422085,200.0,98.61,2,50,asphalt
K. B. Ratnayake Mawatha,trunk,2,8.311297,80.422085,8.313008,80.421497,200.0,293.4,2,50,asphalt
K. B. Ratnayake Mawatha,trunk,3,8.313008,80.421497,8.314716,80.420899,200.0,491.57,2,50,asphalt
K. B. Ratnayake Mawatha,trunk,4,8.314716,80.420899,8.316428,80.420313,200.0,690.75,2,50,asphalt
K. B. Ratnayake Mawatha,trunk,5,8.316428,80.420313,8.318152,80.419782,200.0,890.24,2,50,asphalt
K. B. Ratnayake Mawatha,trunk,6,8.318152,80.419782,8.319902,80.419483,200.0,1084.17,2,50,asphalt
K. B. Ratnayake Mawatha,trunk,7,8.319902,80.419483,8.32136,80.418408,200.0,1112.15,2,50,asphalt
K. B. Ratnayake Mawatha,trunk,8,8.32136,80.418408,8.322404,80.416938,200.0,918.74,2,50,asphalt
K. B. Ratnayake Mawatha,trunk,9,8.322404,80.416938,8.323316,80.415369,200.0,719.13,2,50,asphalt
K. B. Ratnayake Mawatha,trunk,10,8.323316,80.415369,8.324067,80.414093,163.21,537.88,2,50,asphalt
New Kandy Road (Nidahas Mawatha),primary,1,8.305399,80.448846,8.306937,80.447889,200.0,100.03,2,50,asphalt
New Kandy Road (Nidahas Mawatha),primary,2,8.306937,80.447889,8.308305,80.446733,200.0,299.02,2,50,asphalt
New Kandy Road (Nidahas Mawatha),primary,3,8.308305,80.446733,8.309414,80.445324,200.0,494.55,2,50,asphalt
New Kandy Road (Nidahas Mawatha),primary,4,8.309414,80.445324,8.309746,80.443597,200.0,676.55,2,50,asphalt
New Kandy Road (Nidahas Mawatha),primary,5,8.309746,80.443597,8.309161,80.441883,200.0,810.24,2,50,asphalt
New Kandy Road (Nidahas Mawatha),primary,6,8.309161,80.441883,8.309683,80.440397,200.0,954.36,2,50,asphalt
New Kandy Road (Nidahas Mawatha),primary,7,8.309683,80.440397,8.310383,80.438752,200.0,1142.44,2,50,asphalt
New Kandy Road (Nidahas Mawatha),primary,8,8.310383,80.438752,8.3115,80.437326,200.0,1338.12,2,50,asphalt
New Kandy Road (Nidahas Mawatha),primary,9,8.3115,80.437326,8.312545,80.435845,200.0,1506.39,2,50,asphalt
New Kandy Road (Nidahas Mawatha),primary,10,8.312545,80.435845,8.312548,80.434051,200.0,1341.51,2,50,asphalt
New Kandy Road (Nidahas Mawatha),primary,11,8.312548,80.434051,8.31255,80.432235,200.0,1147.26,2,50,asphalt
New Kandy Road (Nidahas Mawatha),primary,12,8.31255,80.432235,8.312537,80.430419,200.0,954.96,2,50,asphalt
New Kandy Road (Nidahas Mawatha),primary,13,8.312537,80.430419,8.312342,80.428636,200.0,766.63,2,50,asphalt
New Kandy Road (Nidahas Mawatha),primary,14,8.312342,80.428636,8.311599,80.426981,200.0,570.7,2,50,asphalt
New Kandy Road (Nidahas Mawatha),primary,15,8.311599,80.426981,8.310837,80.425333,200.0,370.72,2,50,asphalt
New Kandy Road (Nidahas Mawatha),primary,16,8.310837,80.425333,8.310089,80.42368,200.0,170.73,2,50,asphalt
New Kandy Road (Nidahas Mawatha),primary,17,8.310089,80.42368,8.309835,80.423091,70.82,35.36,2,50,asphalt
Harischandra Mawatha,primary,1,8.324234,80.414058,8.325703,80.415114,200.0,458.32,2,50,asphalt
Harischandra Mawatha,primary,2,8.325703,80.415114,8.327166,80.416183,200.0,543.84,2,50,asphalt
Harischandra Mawatha,primary,3,8.327166,80.416183,8.328792,80.416928,200.0,666.73,2,50,asphalt
Harischandra Mawatha,primary,4,8.328792,80.416928,8.330583,80.416894,200.0,562.43,2,50,asphalt
Harischandra Mawatha,primary,5,8.330583,80.416894,8.331251,80.416678,77.65,445.18,2,50,asphalt
D. S. Senanayake Mawatha,secondary,1,8.308129,80.407333,8.306933,80.408696,200.0,100.03,2,50,asphalt
D. S. Senanayake Mawatha,secondary,2,8.306933,80.408696,8.306244,80.409471,114.41,257.23,2,50,asphalt
Unknown,tertiary,1,8.299317,80.413225,8.301121,80.413331,200.0,1092.58,2,50,asphalt
Unknown,tertiary,2,8.301121,80.413331,8.302904,80.413633,200.0,955.88,2,50,asphalt
Unknown,tertiary,3,8.302904,80.413633,8.304692,80.413858,200.0,856.67,2,50,asphalt
Unknown,tertiary,4,8.304692,80.413858,8.305045,80.413858,38.97,803.91,2,50,asphalt
Unknown,tertiary,1,8.305045,80.413858,8.305105,80.412044,200.0,705.38,2,50,asphalt
Unknown,tertiary,2,8.305105,80.412044,8.305353,80.410247,200.0,529.51,2,50,asphalt
Unknown,tertiary,3,8.305353,80.410247,8.305761,80.408993,147.22,382.74,2,50,asphalt
Nachchaduwa road,tertiary,1,8.296537,80.37572,8.296335,80.377489,200.0,2736.32,2,50,asphalt
Nachchaduwa road,tertiary,2,8.296335,80.377489,8.295699,80.378893,200.0,2718.88,2,50,asphalt
Nachchaduwa road,tertiary,3,8.295699,80.378893,8.293922,80.379138,200.0,2868.42,2,50,asphalt
Nachchaduwa road,tertiary,4,8.293922,80.379138,8.292346,80.379976,200.0,3052.2,2,50,asphalt
Nachchaduwa road,tertiary,5,8.292346,80.379976,8.291102,80.381294,200.0,3198.54,2,50,asphalt
Nachchaduwa road,tertiary,6,8.291102,80.381294,8.289941,80.382685,200.0,3332.31,2,50,asphalt
Nachchaduwa road,tertiary,7,8.289941,80.382685,8.288862,80.384139,200.0,3349.99,2,50,asphalt
Nachchaduwa road,tertiary,8,8.288862,80.384139,8.287606,80.385446,200.0,3315.17,2,50,asphalt
Nachchaduwa road,tertiary,9,8.287606,80.385446,8.286323,80.386726,200.0,3309.01,2,50,asphalt
Nachchaduwa road,tertiary,10,8.286323,80.386726,8.285684,80.387365,99.77,3312.82,2,50,asphalt
Maithripala Senanayake Mawatha (Main Street),primary,1,8.328353,80.407314,8.326922,80.406204,200.0,99.96,2,50,asphalt
Maithripala Senanayake Mawatha (Main Street),primary,2,8.326922,80.406204,8.325513,80.405066,200.0,299.86,2,50,asphalt
Maithripala Senanayake Mawatha (Main Street),primary,3,8.325513,80.405066,8.324123,80.403905,200.0,499.77,2,50,asphalt
Maithripala Senanayake Mawatha (Main Street),primary,4,8.324123,80.403905,8.322697,80.402787,200.0,699.73,2,50,asphalt
Maithripala Senanayake Mawatha (Main Street),primary,5,8.322697,80.402787,8.321405,80.401519,200.0,637.75,2,50,asphalt
Maithripala Senanayake Mawatha (Main Street),primary,6,8.321405,80.401519,8.320783,80.400668,116.66,479.94,2,50,asphalt
Bulankulama Disawa Mawatha,secondary,1,8.311438,80.403644,8.312667,80.404976,200.0,546.36,2,50,asphalt
Bulankulama Disawa Mawatha,secondary,2,8.312667,80.404976,8.313981,80.406224,200.0,604.26,2,50,asphalt
Bulankulama Disawa Mawatha,secondary,3,8.313981,80.406224,8.315398,80.40735,200.0,727.88,2,50,asphalt
Bulankulama Disawa Mawatha,secondary,4,8.315398,80.40735,8.316814,80.408481,200.0,884.3,2,50,asphalt
Bulankulama Disawa Mawatha,secondary,5,8.316814,80.408481,8.318228,80.409613,200.0,997.69,2,50,asphalt
Bulankulama Disawa Mawatha,secondary,6,8.318228,80.409613,8.319413,80.410532,165.53,846.47,2,50,asphalt
Jayanthi Mawatha,trunk,1,8.320561,80.39038,8.320798,80.38858,200.0,378.48,2,50,asphalt
Jayanthi Mawatha,trunk,2,8.320798,80.38858,8.320953,80.386772,200.0,578.35,2,50,asphalt
Jayanthi Mawatha,trunk,3,8.320953,80.386772,8.321041,80.384958,200.0,389.5,2,50,asphalt
Jayanthi Mawatha,trunk,4,8.321041,80.384958,8.321156,80.383146,200.0,189.52,2,50,asphalt
Jayanthi Mawatha,trunk,5,8.321156,80.383146,8.32122,80.382335,89.5,44.79,2,50,asphalt
Jayanthi Mawatha,trunk,1,8.32044,80.391193,8.320561,80.39038,90.59,233.34,2,50,asphalt
Sri Maha Bodhi Mawatha,primary,1,8.34314,80.406869,8.343439,80.405077,200.0,303.84,2,50,asphalt
Sri Maha Bodhi Mawatha,primary,2,8.343439,80.405077,8.343693,80.40362,162.88,139.62,2,50,asphalt
Sri Maha Bodhi Mawatha,primary,1,8.342979,80.407713,8.34314,80.406869,94.61,196.27,2,50,asphalt
Bandaranaike Mawatha,primary,1,8.333191,80.400948,8.333486,80.400624,48.39,238.02,2,50,asphalt
Bandaranaike Mawatha,primary,1,8.334313,80.398218,8.33436,80.398063,17.9,57.7,2,50,asphalt
Bandaranaike Mawatha,primary,1,8.333486,80.400624,8.33413,80.398935,200.0,247.75,2,50,asphalt
Bandaranaike Mawatha,primary,2,8.33413,80.398935,8.334313,80.398218,81.4,107.31,2,50,asphalt
Old Trincomalee Road,secondary,1,8.352174,80.409295,8.353243,80.410761,200.0,225.16,2,50,asphalt
Old Trincomalee Road,secondary,2,8.353243,80.410761,8.35404,80.412379,200.0,424.02,2,50,asphalt
Old Trincomalee Road,secondary,3,8.35404,80.412379,8.354751,80.414048,200.0,327.12,2,50,asphalt
Old Trincomalee Road,secondary,4,8.354751,80.414048,8.355047,80.414788,87.76,183.38,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,1,8.35741,80.405222,8.357555,80.405217,16.0,244.78,2,50,asphalt
Thuparamaya Mawatha,secondary,1,8.355695,80.3969,8.3553,80.39538,200.0,89.13,2,50,asphalt
Thuparamaya Mawatha,secondary,2,8.3553,80.39538,8.353594,80.394962,200.0,237.71,2,50,asphalt
Thuparamaya Mawatha,secondary,3,8.353594,80.394962,8.351871,80.394579,200.0,404.55,2,50,asphalt
Thuparamaya Mawatha,secondary,4,8.351871,80.394579,8.350326,80.39366,200.0,442.86,2,50,asphalt
Thuparamaya Mawatha,secondary,5,8.350326,80.39366,8.348618,80.39377,200.0,459.74,2,50,asphalt
Thuparamaya Mawatha,secondary,6,8.348618,80.39377,8.346892,80.393229,200.0,266.95,2,50,asphalt
Thuparamaya Mawatha,secondary,7,8.346892,80.393229,8.34547,80.392379,200.0,88.63,2,50,asphalt
Thuparamaya Mawatha,secondary,8,8.34547,80.392379,8.344699,80.391734,119.87,117.34,2,50,asphalt
Sri Bharathindra Mawatha,secondary,1,8.347656,80.402202,8.347741,80.402415,25.28,441.12,2,50,asphalt
Old Trincomalee Road,secondary,1,8.351606,80.408532,8.352174,80.409295,104.94,72.71,2,50,asphalt
Thuparamaya Mawatha,secondary,1,8.35536,80.404668,8.35537,80.404437,25.4,49.92,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,1,8.357555,80.405217,8.359338,80.404923,200.0,350.24,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,2,8.359338,80.404923,8.361125,80.404648,200.0,548.15,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,3,8.361125,80.404648,8.362911,80.40438,200.0,747.03,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,4,8.362911,80.40438,8.364691,80.404094,200.0,826.53,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,5,8.364691,80.404094,8.366395,80.403491,200.0,634.18,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,6,8.366395,80.403491,8.36818,80.403583,200.0,462.98,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,7,8.36818,80.403583,8.369655,80.402548,200.0,300.9,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,8,8.369655,80.402548,8.370608,80.401216,200.0,131.12,2,50,asphalt
Sri Maha Bodhi Circular Road,tertiary,1,8.344117,80.396606,8.345527,80.397227,200.0,104.21,2,50,asphalt
Sri Maha Bodhi Circular Road,tertiary,2,8.345527,80.397227,8.345192,80.398977,200.0,224.86,2,50,asphalt
Sri Maha Bodhi Circular Road,tertiary,3,8.345192,80.398977,8.344005,80.398411,150.88,127.89,2,50,asphalt
Sri Maha Bodhi Access Road,tertiary,1,8.344041,80.396599,8.343331,80.396523,78.93,39.44,2,50,asphalt
Ayurveda Roundabout,trunk,1,8.326645,80.410505,8.326645,80.410505,92.7,31.66,2,50,asphalt
Bandaranaike Mawatha,trunk,1,8.328839,80.407291,8.329942,80.405878,200.0,99.26,2,50,asphalt
Bandaranaike Mawatha,trunk,2,8.329942,80.405878,8.33093,80.40436,200.0,222.87,2,50,asphalt
Bandaranaike Mawatha,trunk,3,8.33093,80.40436,8.331577,80.403453,122.9,61.49,2,50,asphalt
Bandaranaike Mawatha,trunk,1,8.324204,80.413878,8.32524,80.41239,200.0,328.48,2,50,asphalt
Bandaranaike Mawatha,trunk,2,8.32524,80.41239,8.326297,80.410916,200.0,128.52,2,50,asphalt
Bandaranaike Mawatha,trunk,1,8.326964,80.409969,8.328009,80.408487,200.0,99.98,2,50,asphalt
Bandaranaike Mawatha,trunk,2,8.328009,80.408487,8.328419,80.407902,78.8,39.43,2,50,asphalt
Bandaranaike Mawatha,primary,1,8.332173,80.402603,8.333114,80.401052,200.0,100.03,2,50,asphalt
Bandaranaike Mawatha,primary,2,8.333114,80.401052,8.333191,80.400948,14.27,207.08,2,50,asphalt
Hospital Roundabout,trunk,1,8.324105,80.414106,8.324105,80.414106,88.09,442.95,2,50,asphalt
Jayanthi Mawatha,trunk,1,8.331535,80.402769,8.330215,80.401534,200.0,99.76,2,50,asphalt
Jayanthi Mawatha,trunk,2,8.330215,80.401534,8.328869,80.400335,200.0,299.22,2,50,asphalt
Jayanthi Mawatha,trunk,3,8.328869,80.400335,8.328228,80.399994,80.25,437.45,2,50,asphalt
Buddha Jayanthi RB,trunk,1,8.331891,80.403133,8.331891,80.403133,87.13,47.81,2,50,asphalt
Anagarika Dharmapala Mawatha,primary,1,8.333969,80.413877,8.335685,80.414441,200.0,116.41,2,50,asphalt
Anagarika Dharmapala Mawatha,primary,2,8.335685,80.414441,8.336243,80.414532,62.5,247.17,2,50,asphalt
Harischandra Mawatha,primary,1,8.333899,80.413707,8.334543,80.412011,200.0,130.13,2,50,asphalt
Harischandra Mawatha,primary,2,8.334543,80.412011,8.334885,80.411166,100.44,50.2,2,50,asphalt
Sri Maha Bodhi Mawatha,primary,1,8.342742,80.409044,8.342979,80.407713,148.99,74.47,2,50,asphalt
Bulankulama Disawa Mawatha,secondary,1,8.319496,80.410593,8.320883,80.411756,200.0,692.46,2,50,asphalt
Bulankulama Disawa Mawatha,secondary,2,8.320883,80.411756,8.322348,80.412812,200.0,565.03,2,50,asphalt
Bulankulama Disawa Mawatha,secondary,3,8.322348,80.412812,8.323869,80.413796,200.0,467.18,2,50,asphalt
Bulankulama Disawa Mawatha,secondary,4,8.323869,80.413796,8.324026,80.413897,20.68,442.78,2,50,asphalt
Freeman Mawatha,tertiary,1,8.319423,80.410606,8.318324,80.412049,200.0,840.52,2,50,asphalt
Freeman Mawatha,tertiary,2,8.318324,80.412049,8.317225,80.413492,200.0,985.77,2,50,asphalt
Freeman Mawatha,tertiary,3,8.317225,80.413492,8.316489,80.414457,133.87,1120.01,2,50,asphalt
Freeman Mawatha Roundabout,secondary,1,8.319433,80.410612,8.319433,80.410612,35.6,773.82,2,50,asphalt
Bandaranaike Mawatha,primary,1,8.334734,80.397026,8.334492,80.39764,72.8,36.45,2,50,asphalt
Sri Saranankara Sangarakkitha Mawatha (Vessagiriya Road),primary,1,8.334655,80.396663,8.334633,80.394847,200.0,100.04,2,50,asphalt
Sri Saranankara Sangarakkitha Mawatha (Vessagiriya Road),primary,2,8.334633,80.394847,8.334616,80.393445,154.47,77.24,2,50,asphalt
Ellakkattuwa Road,primary,1,8.339253,80.397962,8.337507,80.39751,200.0,267.92,2,50,asphalt
Ellakkattuwa Road,primary,2,8.337507,80.39751,8.335811,80.397266,200.0,212.01,2,50,asphalt
Ellakkattuwa Road,primary,3,8.335811,80.397266,8.334885,80.396722,118.66,59.26,2,50,asphalt
Lankaramaya Road,secondary,1,8.364482,80.391144,8.364661,80.392909,200.0,651.69,2,50,asphalt
Lankaramaya Road,secondary,2,8.364661,80.392909,8.364219,80.394666,200.0,815.23,2,50,asphalt
Lankaramaya Road,secondary,3,8.364219,80.394666,8.364098,80.394943,33.39,925.77,2,50,asphalt
Unknown,tertiary,1,8.395589,80.404712,8.395418,80.404668,19.51,2722.15,2,50,asphalt
Anula Mawatha,secondary,1,8.364098,80.394943,8.363463,80.395867,180.59,887.3,2,50,asphalt
Gambirigaswewa Road,secondary,1,8.37685,80.377471,8.375432,80.378592,200.0,1348.4,2,50,asphalt
Gambirigaswewa Road,secondary,2,8.375432,80.378592,8.374036,80.379745,200.0,1154.82,2,50,asphalt
Gambirigaswewa Road,secondary,3,8.374036,80.379745,8.372564,80.380785,200.0,970.04,2,50,asphalt
Gambirigaswewa Road,secondary,4,8.372564,80.380785,8.371399,80.382175,200.0,781.31,2,50,asphalt
Gambirigaswewa Road,secondary,5,8.371399,80.382175,8.370346,80.383639,200.0,588.62,2,50,asphalt
Gambirigaswewa Road,secondary,6,8.370346,80.383639,8.369564,80.385271,200.0,392.38,2,50,asphalt
Gambirigaswewa Road,secondary,7,8.369564,80.385271,8.369557,80.387079,200.0,199.77,2,50,asphalt
Gambirigaswewa Road,secondary,8,8.369557,80.387079,8.369497,80.388043,107.03,82.88,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,1,8.341059,80.380274,8.341744,80.378647,200.0,1490.54,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,2,8.341744,80.378647,8.342884,80.377238,200.0,1629.17,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,3,8.342884,80.377238,8.344346,80.376194,200.0,1757.68,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,4,8.344346,80.376194,8.34599,80.375437,200.0,1582.69,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,5,8.34599,80.375437,8.347617,80.374728,200.0,1385.71,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,6,8.347617,80.374728,8.348975,80.373546,200.0,1208.01,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,7,8.348975,80.373546,8.350604,80.37279,200.0,1032.2,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,8,8.350604,80.37279,8.352379,80.372442,200.0,838.45,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,9,8.352379,80.372442,8.354174,80.372229,200.0,640.97,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,10,8.354174,80.372229,8.355982,80.372217,200.0,442.0,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,11,8.355982,80.372217,8.357788,80.372328,200.0,242.12,2,50,asphalt
Outer Circular Road (Watawandana Road),secondary,12,8.357788,80.372328,8.359071,80.372398,142.13,71.07,2,50,asphalt
Unknown,tertiary,1,8.346895,80.383345,8.347336,80.381592,200.0,1159.68,2,50,asphalt
Unknown,tertiary,2,8.347336,80.381592,8.348327,80.380088,200.0,1355.44,2,50,asphalt
Unknown,tertiary,3,8.348327,80.380088,8.349584,80.37881,200.0,1359.88,2,50,asphalt
Unknown,tertiary,4,8.349584,80.37881,8.350674,80.377382,200.0,1168.26,2,50,asphalt
Unknown,tertiary,5,8.350674,80.377382,8.351721,80.375903,200.0,987.25,2,50,asphalt
Unknown,tertiary,6,8.351721,80.375903,8.353113,80.375493,200.0,815.64,2,50,asphalt
Unknown,tertiary,7,8.353113,80.375493,8.354746,80.376256,200.0,680.53,2,50,asphalt
Unknown,tertiary,8,8.354746,80.376256,8.356332,80.377103,200.0,598.57,2,50,asphalt
Unknown,tertiary,9,8.356332,80.377103,8.357457,80.37597,200.0,509.28,2,50,asphalt
Unknown,tertiary,10,8.357457,80.37597,8.358325,80.374377,200.0,313.01,2,50,asphalt
Unknown,tertiary,11,8.358325,80.374377,8.359163,80.37277,200.0,113.1,2,50,asphalt
Kuttampokuna - Galpalama Road,secondary,1,8.395418,80.404668,8.393707,80.404102,200.0,2614.14,2,50,asphalt
Kuttampokuna - Galpalama Road,secondary,2,8.393707,80.404102,8.391951,80.403695,200.0,2415.7,2,50,asphalt
Kuttampokuna - Galpalama Road,secondary,3,8.391951,80.403695,8.39021,80.403251,200.0,2218.72,2,50,asphalt
Kuttampokuna - Galpalama Road,secondary,4,8.39021,80.403251,8.388423,80.403024,200.0,2019.65,2,50,asphalt
Kuttampokuna - Galpalama Road,secondary,5,8.388423,80.403024,8.386637,80.402744,200.0,1820.19,2,50,asphalt
Kuttampokuna - Galpalama Road,secondary,6,8.386637,80.402744,8.384863,80.402426,200.0,1620.46,2,50,asphalt
Kuttampokuna - Galpalama Road,secondary,7,8.384863,80.402426,8.383071,80.402298,200.0,1421.75,2,50,asphalt
Kuttampokuna - Galpalama Road,secondary,8,8.383071,80.402298,8.381586,80.40128,200.0,1232.87,2,50,asphalt
Kuttampokuna - Galpalama Road,secondary,9,8.381586,80.40128,8.380151,80.400175,200.0,1064.25,2,50,asphalt
Kuttampokuna - Galpalama Road,secondary,10,8.380151,80.400175,8.378895,80.398877,200.0,919.86,2,50,asphalt
Kuttampokuna - Galpalama Road,secondary,11,8.378895,80.398877,8.377252,80.399027,200.0,780.14,2,50,asphalt
Kuttampokuna - Galpalama Road,secondary,12,8.377252,80.399027,8.375576,80.399632,200.0,587.99,2,50,asphalt
Kuttampokuna - Galpalama Road,secondary,13,8.375576,80.399632,8.37377,80.399737,200.0,390.31,2,50,asphalt
Kuttampokuna - Galpalama Road,secondary,14,8.37377,80.399737,8.372043,80.400247,200.0,193.31,2,50,asphalt
Kuttampokuna - Galpalama Road,secondary,15,8.372043,80.400247,8.371238,80.400505,93.39,46.72,2,50,asphalt
Bulankulama Tank Road,secondary,1,8.3617,80.393657,8.361683,80.391867,200.0,796.81,2,50,asphalt
Bulankulama Tank Road,secondary,2,8.361683,80.391867,8.36295,80.390746,200.0,817.2,2,50,asphalt
Bulankulama Tank Road,secondary,3,8.36295,80.390746,8.363293,80.389215,200.0,659.89,2,50,asphalt
Bulankulama Tank Road,secondary,4,8.363293,80.389215,8.363727,80.387455,200.0,591.31,2,50,asphalt
Bulankulama Tank Road,secondary,5,8.363727,80.387455,8.363401,80.385831,200.0,607.02,2,50,asphalt
Bulankulama Tank Road,secondary,6,8.363401,80.385831,8.36516,80.385714,200.0,559.91,2,50,asphalt
Bulankulama Tank Road,secondary,7,8.36516,80.385714,8.366959,80.385847,200.0,381.04,2,50,asphalt
Bulankulama Tank Road,secondary,8,8.366959,80.385847,8.368757,80.385648,200.0,255.17,2,50,asphalt
Bulankulama Tank Road,secondary,9,8.368757,80.385648,8.369569,80.385561,90.26,248.65,2,50,asphalt
Unknown,secondary,1,8.37685,80.377471,8.378524,80.376783,200.0,1531.89,2,50,asphalt
Unknown,secondary,2,8.378524,80.376783,8.380166,80.376024,200.0,1711.66,2,50,asphalt
Unknown,secondary,3,8.380166,80.376024,8.381837,80.375348,200.0,1898.09,2,50,asphalt
Unknown,secondary,4,8.381837,80.375348,8.383263,80.374493,200.0,2076.77,2,50,asphalt
Unknown,secondary,5,8.383263,80.374493,8.38451,80.373458,200.0,2258.61,2,50,asphalt
Unknown,secondary,6,8.38451,80.373458,8.386187,80.373936,200.0,2407.31,2,50,asphalt
Unknown,secondary,7,8.386187,80.373936,8.387616,80.375015,200.0,2472.71,2,50,asphalt
Unknown,secondary,8,8.387616,80.375015,8.389215,80.375854,200.0,2557.45,2,50,asphalt
Unknown,secondary,9,8.389215,80.375854,8.390471,80.374987,200.0,2689.3,2,50,asphalt
Unknown,secondary,10,8.390471,80.374987,8.391431,80.373451,200.0,2866.58,2,50,asphalt
Unknown,secondary,11,8.391431,80.373451,8.391754,80.3717,200.0,3031.58,2,50,asphalt
Unknown,secondary,12,8.391754,80.3717,8.392271,80.370016,200.0,3164.51,2,50,asphalt
Unknown,secondary,13,8.392271,80.370016,8.393032,80.368397,200.0,3332.61,2,50,asphalt
Unknown,secondary,14,8.393032,80.368397,8.394672,80.36766,200.0,3522.54,2,50,asphalt
Unknown,secondary,15,8.394672,80.36766,8.396381,80.3671,200.0,3709.66,2,50,asphalt
Unknown,secondary,16,8.396381,80.3671,8.398101,80.367479,200.0,3877.51,2,50,asphalt
Unknown,secondary,17,8.398101,80.367479,8.399902,80.367497,200.0,4015.17,2,50,asphalt
Unknown,secondary,18,8.399902,80.367497,8.401678,80.367211,200.0,4189.78,2,50,asphalt
Unknown,secondary,19,8.401678,80.367211,8.403145,80.366276,200.0,4376.22,2,50,asphalt
Unknown,secondary,20,8.403145,80.366276,8.404761,80.365543,200.0,4572.31,2,50,asphalt
Unknown,secondary,21,8.404761,80.365543,8.406533,80.36537,200.0,4753.18,2,50,asphalt
Unknown,secondary,22,8.406533,80.36537,8.408198,80.364775,200.0,4939.28,2,50,asphalt
Unknown,secondary,23,8.408198,80.364775,8.409975,80.364829,200.0,5123.31,2,50,asphalt
Unknown,secondary,24,8.409975,80.364829,8.411778,80.364786,200.0,5291.49,2,50,asphalt
Unknown,secondary,25,8.411778,80.364786,8.413566,80.364943,200.0,5466.92,2,50,asphalt
Unknown,secondary,26,8.413566,80.364943,8.415309,80.364787,200.0,5635.72,2,50,asphalt
Unknown,secondary,27,8.415309,80.364787,8.416807,80.363771,200.0,5828.06,2,50,asphalt
Unknown,secondary,28,8.416807,80.363771,8.418284,80.362728,200.0,6026.54,2,50,asphalt
Unknown,secondary,29,8.418284,80.362728,8.419774,80.361704,200.0,6188.93,2,50,asphalt
Unknown,secondary,30,8.419774,80.361704,8.421202,80.360598,200.0,6154.15,2,50,asphalt
Unknown,secondary,31,8.421202,80.360598,8.42287,80.359908,200.0,6150.43,2,50,asphalt
Unknown,secondary,32,8.42287,80.359908,8.424614,80.35961,200.0,6206.92,2,50,asphalt
Unknown,secondary,33,8.424614,80.35961,8.426379,80.35976,200.0,6287.43,2,50,asphalt
Unknown,secondary,34,8.426379,80.35976,8.428108,80.360279,200.0,6432.89,2,50,asphalt
Unknown,secondary,35,8.428108,80.360279,8.429903,80.360505,200.0,6576.72,2,50,asphalt
Unknown,secondary,36,8.429903,80.360505,8.431692,80.360385,200.0,6703.3,2,50,asphalt
Unknown,secondary,37,8.431692,80.360385,8.433309,80.359582,200.0,6773.75,2,50,asphalt
Unknown,secondary,38,8.433309,80.359582,8.435034,80.359783,200.0,6850.66,2,50,asphalt
Unknown,secondary,39,8.435034,80.359783,8.436828,80.360004,200.0,7002.18,2,50,asphalt
Unknown,secondary,40,8.436828,80.360004,8.438491,80.360654,200.0,7168.37,2,50,asphalt
Unknown,secondary,41,8.438491,80.360654,8.440244,80.360296,200.0,7306.24,2,50,asphalt
Unknown,secondary,42,8.440244,80.360296,8.442003,80.360549,200.0,7425.11,2,50,asphalt
Unknown,secondary,43,8.442003,80.360549,8.443721,80.361052,200.0,7598.95,2,50,asphalt
Unknown,secondary,44,8.443721,80.361052,8.445524,80.360967,200.0,7751.01,2,50,asphalt
Unknown,secondary,45,8.445524,80.360967,8.44725,80.360427,200.0,7863.66,2,50,asphalt
Unknown,secondary,46,8.44725,80.360427,8.448995,80.360495,200.0,7978.47,2,50,asphalt
Unknown,secondary,47,8.448995,80.360495,8.450715,80.361044,200.0,8154.17,2,50,asphalt
Unknown,secondary,48,8.450715,80.361044,8.452521,80.36104,200.0,8319.1,2,50,asphalt
Unknown,secondary,49,8.452521,80.36104,8.454329,80.360999,200.0,8468.91,2,50,asphalt
Unknown,secondary,50,8.454329,80.360999,8.456071,80.36137,200.0,8628.13,2,50,asphalt
